Sembol,Açıklama,Fiyat,Fiyat - Döviz,"Fiyat değişimi %, 1 gün","Hacim, 1 gün","Bağıl hacim, 1 gün",Piyasa değeri,Piyasa değeri - Döviz,Fiyatın kazanca oranı,"Seyreltilmiş hisse başına kar, Son 12 ay","Seyreltilmiş hisse başına kar, Son 12 ay - Döviz","Seyreltilmiş hisse başına kar büyümesi %, TTM YY","Temettü verimi %, Son 12 ay",Sektör,Analist derecelendirmesi
A1CAP,A1 Capital Yatitim Menkul Degerler A.S.,8.99,TRY,0.22296544035673993,5751543,0.8758481341399167,6054750180,TRY,2.8935594966043325,3.1069,TRY,155.5016447368421,0,Finans,Derecelendirme yok
A1YEN,A1 Yenilenebilir Enerji Uretim AS,2.71,TRY,1.4981273408239715,13136636,1.017650256598358,1602000046,TRY,16.524390243902438,0.164,TRY,11.488783140720596,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AAGYO,Agaoglu Avrasya Gayrimenkul Yatirim Ortakligi AS,13.27,TRY,1.5302218821729097,15282704,1.405186515803308,,,,,,,,Finans,Derecelendirme yok
ACSEL,ACISELSAN ACIPAYAM SELÜLOZ SANAYİ VE TİCARET A.Ş.,125,TRY,-1.574803149606299,95675,0.37575219167505164,1359058760,TRY,,-2.7087,TRY,61.150552902198704,0,İşlenebilen endüstriler,Derecelendirme yok
ADEL,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.,29.52,TRY,-0.06770480704129848,1606950,1.1301229762556328,7676707738,TRY,,-1.2015,TRY,-7.593803170054623,1.95429925524712,Dayanıklı tüketim malları,Derecelendirme yok
ADESE,ADESE GAYRİMENKUL YATIRIM A.Ş.,0.85,TRY,-2.2988505747126458,45425450,0.36232878065847873,4384800024,TRY,22.8494623655914,0.0372,TRY,-47.15909090909092,0,Finans,Derecelendirme yok
ADGYO,Adra Gayrimenkul Yatirim Ortakligi A.S.,55.05,TRY,5.258126195028681,2149816,2.8731967142784973,28548186333,TRY,,-1.538,TRY,-151.90509938915326,0,Finans,Derecelendirme yok
AEFES,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş.,21.32,TRY,-1.0213556174558907,47507331,1.1433001020782978,127539481319,TRY,14.517227291297836,1.4686,TRY,-19.34314586994728,1.37952646239554,Dayanıklı olmayan tüketici ürünleri,Al
AFYON,AFYON ÇİMENTO SANAYİ T.A.Ş.,12.55,TRY,-1.4913657770800588,856190,0.5232342364678401,5095999908,TRY,121.84466019417476,0.103,TRY,-83.69221025965801,11.7739403453689,Enerji-dışı mineraller,Derecelendirme yok
AGESA,AGESA HAYAT VE EMEKLİLİK A.Ş.,244.6,TRY,0.8244023083264632,111310,0.8668550784343808,43668001099,TRY,7.181781880534611,34.0584,TRY,79.81500253421187,2.86250783182193,Finans,Güçlü al
AGHOL,AG ANADOLU GRUBU HOLDİNG A.Ş.,35.24,TRY,-0.8998875140607432,5527285,1.376257214115487,86600879184,TRY,23.462050599201067,1.502,TRY,15.734319617814757,1.96302868391451,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
AGROT,Agrotech Yuksek Teknoloji ve Yatirim AS,2.31,TRY,-1.7021276595744694,14213517,0.5156771189476178,5639999771,TRY,,-0.2864,TRY,-146.32804917502426,0,Teknoloji hizmetleri,Derecelendirme yok
AGYO,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,7.3,TRY,-0.5449591280653956,229640,0.6068721585901693,1932915613,TRY,,-0.7921,TRY,61.71395427521872,0,Finans,Derecelendirme yok
AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş.,32.1,TRY,-0.4959702417854823,1776098,0.7274136596160582,83875995636,TRY,21.79966044142615,1.4725,TRY,113.52958236658932,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AHSGY,Ahes Gayrimenkul Yatirim Ortakligi AS,18.72,TRY,-0.05339028296850808,2648986,1.089058082294663,13513694670,TRY,4.402219922867086,4.2524,TRY,,0.406994127068874,Finans,Derecelendirme yok
AKBNK,AKBANK T.A.Ş.,67.55,TRY,-0.8076358296622572,127280890,0.7626591028605548,354119992065,TRY,5.262665846038782,12.8357,TRY,54.788722203463394,3.23318649045521,Finans,Al
AKCNS,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.,234.6,TRY,-1.1378002528445077,423032,1.7252226000930653,45430393266,TRY,76.65664619004052,3.0604,TRY,-59.138004699850455,0.792420986093552,Enerji-dışı mineraller,Güçlü al
AKENR,AKENERJİ ELEKTRİK ÜRETİM A.Ş.,10.03,TRY,-2.621359223300984,4171763,0.6585488698488969,7510389983,TRY,,-6.9295,TRY,-47.176263194783665,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AKFGY,AKFEN GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,2.68,TRY,-1.1070110701106939,12055773,0.7476905100869843,10569000149,TRY,5.59382174911292,0.4791,TRY,4.424585876198788,0,Finans,Derecelendirme yok
AKFIS,Akfen insaat Turizm ve Ticaret AS,98.3,TRY,2.4491922876498116,3116194,1.2385139060435835,60875084361,TRY,24.007229033361014,4.0946,TRY,,0,Endüstriyel hizmetler,Derecelendirme yok
AKFYE,AKFEN YENİLENEBİLİR ENERJİ A.Ş.,23.4,TRY,-1.7632241813602085,7874609,0.8618500287007573,28511646966,TRY,18.567007855272553,1.2603,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AKGRT,AKSİGORTA A.Ş.,6.52,TRY,-1.659125188536958,7548113,0.9371279378126798,10687560184,TRY,4.580581705774905,1.4234,TRY,100.76163610719324,0,Finans,Derecelendirme yok
AKHAN,Akhan Un Fabrikasi Ve Tarim Urunleri Gida Sanayi Ticaret Anonim Sirketi,40.02,TRY,-3.146176185866402,4319086,0.5028535175538953,11294822000,TRY,,,,,0,İşlenebilen endüstriler,Derecelendirme yok
AKMGY,AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,241.6,TRY,-0.5351996706463612,31865,1.431407869261903,9051425358,TRY,14.543353157882063,16.6124,TRY,36.21410649567884,6.07657472210786,Finans,Derecelendirme yok
AKSA,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.,12.53,TRY,-0.07974481658692016,19223174,0.7856670483784071,48717899852,TRY,10.959503192512901,1.1433,TRY,693.4073560027758,4.62519936204147,İşlenebilen endüstriler,Nötr
AKSEN,AKSA ENERJİ ÜRETİM A.Ş.,96.15,TRY,1.3705851344227848,4614887,0.44794623705949665,116318181790,TRY,31.928671050009964,3.0114,TRY,148.79378717779247,0,"Elektrik, Su, Gaz Hizmetleri",Al
AKSGY,AKİŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,9.73,TRY,0.7246376811594233,3820086,1.3877133751996802,23328899632,TRY,7.451941487324807,1.3057,TRY,-10.806749094883523,4.71518633540373,Finans,Derecelendirme yok
AKSUE,AKSU ENERJİ VE TİCARET A.Ş.,46.3,TRY,1.6688625384277516,3769719,1.555098268497953,3005640060,TRY,,-0.7177,TRY,-367.25260416666674,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AKYHO,AKDENİZ YATIRIM HOLDİNG A.Ş.,2.26,TRY,-1.7391304347826104,827105,0.6517785819650127,570836994,TRY,48.394004282655246,0.0467,TRY,,0,Ticari hizmetler,Derecelendirme yok
ALARK,ALARKO HOLDİNG A.Ş.,101.1,TRY,-2.6948989412897126,3617899,1.2594946020202695,42552012890,TRY,23.67016295186364,4.2712,TRY,107.91510490191307,3.06544754571704,Finans,Güçlü al
ALBRK,ALBARAKA TÜRK KATILIM BANKASI A.Ş.,8.4,TRY,0,13016214,0.957156515350163,20999999046,TRY,2.5489303595812474,3.2955,TRY,-32.415249892331985,3.11669047619048,Finans,Nötr
ALBTN,Albayrak Hazir Beton Sanayi ve Ticaret AS,26.02,TRY,-5.03649635036496,15254414,,6849999905,TRY,,,,,0,Enerji-dışı mineraller,Derecelendirme yok
ALCAR,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.,707.5,TRY,-1.7361111111111112,56278,1.1873070926609242,7776000137,TRY,,-46.6952,TRY,-249.72696869518933,8.78020833333333,Üretici imalatı,Derecelendirme yok
ALCTL,ALCATEL LUCENT TELETAŞ TELEKOMÜNİKASYON A.Ş.,181.9,TRY,2.305961754780649,421452,0.7427415837265554,6880997939,TRY,,-3.6627,TRY,-153.80547353576307,0,Elektronik teknoloji,Derecelendirme yok
ALFAS,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş.,41.8,TRY,-1.9699812382739292,2010750,0.9227191982954877,15691519775,TRY,258.66336633663366,0.1616,TRY,-89.90756932300773,0.382371013133208,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ALGYO,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,3.34,TRY,-0.2985074626865741,28837312,0.9959693707279268,6786225503,TRY,,-1.0463,TRY,-519.1907051282052,1.49253731343284,Finans,Derecelendirme yok
ALKA,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş.,8.05,TRY,-1.2269938650306704,3531726,1.2464213338949905,5990249720,TRY,,-0.199,TRY,-51.56130997715157,0,İşlenebilen endüstriler,Derecelendirme yok
ALKIM,ALKİM ALKALİ KİMYA A.Ş.,16.1,TRY,2.7440970006381717,4827859,2.1863232970102393,4701000023,TRY,,-1.6059,TRY,-339.49096880131367,0,İşlenebilen endüstriler,Derecelendirme yok
ALKLC,Altinkilic Gida ve Sut Sanayi Ticaret AS,409,TRY,2.25,1505569,1.9483823344238858,43061068726,TRY,,-1.6587,TRY,-2493.506493506494,0.008152,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ALTIN,DARPHANE ALTIN SERTİFİKASI,70.3,TRY,3.6109064112011833,19233844,2.098666632099599,,,,,,,,,Derecelendirme yok
ALTNY,Altinay Savunma Teknolojileri A.S.,15.69,TRY,-0.570342205323193,13798734,0.8259388760887876,15779999733,TRY,123.54330708661416,0.127,TRY,-73.92197125256673,0,Elektronik teknoloji,Derecelendirme yok
ALVES,Alves Kablo Sanayi ve Ticaret A. S.,2,TRY,-4.3062200956937735,68009547,1.0202866379158448,3343999863,TRY,32.31017770597739,0.0619,TRY,,0,Üretici imalatı,Derecelendirme yok
ANELE,ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.,114,TRY,-5.55095277547639,1659644,0.22840551947755738,31985499191,TRY,,-4.1054,TRY,-410.7091500794672,0,Endüstriyel hizmetler,Derecelendirme yok
ANGEN,ANATOLİA TANI VE BİYOTEKNOLOJİ ÜRÜNLERİ ARAŞTIRMA GELİŞTİRME SANAYİ VE TİCARET A.Ş.,9.2,TRY,-2.1276595744680966,2446669,1.4631072768966353,2067999916.0000002,TRY,,-1.5061,TRY,-32.87163652404059,0,Sağlık teknolojisi,Derecelendirme yok
ANHYT,ANADOLU HAYAT EMEKLİLİK A.Ş.,122.5,TRY,3.201347935973039,1302371,0.8294559459221404,51040998688,TRY,7.41907155618811,16.5115,TRY,54.07405333781239,6.85723251895535,Finans,Al
ANSGR,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ,28.32,TRY,1.142857142857144,7646417,1.6488998377304338,56000000000,TRY,3.6290012557984572,7.8038,TRY,40.89842198389485,4.91071428571429,Finans,Güçlü al
ARASE,DOĞU ARAS ENERJİ YATIRIMLARI A.Ş.,111,TRY,-1.943462897526504,365284,1.047295805644549,28299999237,TRY,11.379013408783369,9.7548,TRY,446.1202552905609,1.76678445229682,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ARCLK,ARÇELİK A.Ş.,98.1,TRY,0.6670087224217459,938791,0.577416890811498,65849712046,TRY,,-4.0848,TRY,-8.603637137083918,0,Dayanıklı tüketim malları,Nötr
ARDYZ,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.,74.9,TRY,-2.4739583333333224,3156899,0.5949770457221402,24750652546,TRY,30.040508562948705,2.4933,TRY,-14.939274017467246,0.04225,Teknoloji hizmetleri,Derecelendirme yok
ARENA,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,20.18,TRY,-2.0388349514563187,1358558,0.8787368410975939,2060000038.0000002,TRY,,-10.817,TRY,-67.08630037535333,0,Dağıtım servisleri,Derecelendirme yok
ARFYE,ARF Bio Yenilenebilir Enerji Uretim AS,30.92,TRY,-0.7064868336544601,3074971,0.6573187014021797,5693556597,TRY,,,,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
ARMGD,Armada Gida Ticaret ve Sanayi Anonim Sirketi,198.3,TRY,5.534858967535927,1084976,0.8627339969243052,49601997278,TRY,50.225419178359765,3.9482,TRY,18.585931399050875,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ARSAN,ARSAN TEKSTİL TİCARET VE SANAYİ A.Ş.,3.28,TRY,-2.0895522388059784,10583785,0.8927024729389852,5858927781,TRY,,-0.0399,TRY,-108.9885109258842,0,İşlenebilen endüstriler,Derecelendirme yok
ARTMS,Artemis Hali A. S.,41.48,TRY,-9.982638888888893,4621736,3.0676708298085518,3225600128,TRY,16.85425216366665,2.4611,TRY,-45.293084668904356,0,Perakende satış,Derecelendirme yok
ARZUM,ARZUM ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.,1.58,TRY,0,16073916,0.7288222272371394,947999954,TRY,,-1.5762,TRY,-91.61196207148068,0,Dağıtım servisleri,Derecelendirme yok
ASELS,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.,346.75,TRY,-0.7158196134574087,44255746,1.291269369746181,1592580000000,TRY,48.50735828996699,7.1484,TRY,107.45255093156885,0.067186542591267,Elektronik teknoloji,Al
ASGYO,ASCE GAYRIMENKUL YATIRIM ORTAKLIGI A.S.,11.09,TRY,1.5567765567765561,3316612,1.0155696124274454,7144955250,TRY,1.2961664329125762,8.556,TRY,,1.54138278388278,Finans,Derecelendirme yok
ASTOR,ASTOR ENERJİ A.Ş.,311,TRY,2.725020644095789,27878160,1.134397647055166,302144500000,TRY,37.045860631328175,8.395,TRY,61.175747801712554,0.499451032204789,Üretici imalatı,Güçlü al
ASUZU,ANADOLU ISUZU OTOMOTİV SANAYİ VE TİCARET A.Ş.,50.8,TRY,-0.19646365422397138,217714,0.5926030367523716,12826800385,TRY,36.12059158134243,1.4064,TRY,64.954257565095,4.67770530451866,Dayanıklı tüketim malları,Derecelendirme yok
ATAGY,ATA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,10.5,TRY,-0.0951474785918153,132052,0.5719240437470855,499225011,TRY,,-0.3925,TRY,-142.89617486338798,0,Finans,Derecelendirme yok
ATAKP,Atakey Patates Gida Sanayi ve Ticaret AS,50.75,TRY,-1.2645914396887132,188893,0.7048293607942142,7114119892,TRY,,-1.3655,TRY,-207.2915848196747,1.36186770428016,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
ATATP,ATP YAZILIM VE TEKNOLOJİ A.Ş.,248.7,TRY,2.3035787741670073,1460443,0.8515941467512886,6148814520,TRY,3.1861128014604616,78.0575,TRY,1099.7771288041808,0.411353352529823,Teknoloji hizmetleri,Derecelendirme yok
ATATR,Ata Turizm Isletmecilik Tasimacilik Madencilik Kuyumculu,13.92,TRY,-0.7840342124019918,19139153,0.719978861327793,11263927977,TRY,,,,,0,Tüketici hizmetleri,Derecelendirme yok
ATEKS,AKIN TEKSTİL A.Ş.,102.5,TRY,-3.3930254476908526,12411,0.8555239230986634,2673720042,TRY,1.3307039488801964,77.0269,TRY,,0,İşlenebilen endüstriler,Derecelendirme yok
ATLAS,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.,7.07,TRY,-1.805555555555554,606825,0.6690648219702662,431999989,TRY,5.366223908918407,1.3175,TRY,,0.399638888888889,Çeşitli Hizmetler,Derecelendirme yok
ATSYH,ATLANTİS YATIRIM HOLDİNG A.Ş.,115,TRY,-3.361344537815126,30653,0.5246366840045116,952000000,TRY,,-0.9099,TRY,49.008069939475455,0,Çeşitli Hizmetler,Derecelendirme yok
AVGYO,AVRASYA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,13.87,TRY,3.5074626865671554,1274925,0.32991623516260005,1495439937,TRY,,-0.7204,TRY,-4630.817610062893,0,Finans,Derecelendirme yok
AVHOL,AVRUPA YATIRIM HOLDİNG A.Ş.,37.58,TRY,1.842818428184281,1835966,0.9155147721742183,1374525057,TRY,,-21.9084,TRY,-210.95950771100814,0,Sağlık hizmetleri,Derecelendirme yok
AVOD,A.V.O.D. KURUTULMUŞ GIDA VE TARIM ÜRÜNLERİ SANAYİ TİCARET A.Ş.,3.82,TRY,-0.5208333333333338,5995112,1.5040344122665612,1036799976.9999999,TRY,,-0.5679,TRY,41.00353210056099,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
AVPGY,Avrupakent Gayrimenkul Yatirim Ortakligi SA,51.75,TRY,-1.3346043851286995,767760,1.8058546326536133,20864668887,TRY,10.498874033799273,4.9291,TRY,,9.53288846520496,Finans,Güçlü al
AVTUR,AVRASYA PETROL VE TURİSTİK TESİSLER YATIRIMLAR A.Ş.,12.95,TRY,-5.886627906976748,1100482,1.3316099360901479,619200000,TRY,9.40040650406504,1.3776,TRY,152.6315789473684,0,Çeşitli Hizmetler,Derecelendirme yok
AYCES,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.,464,TRY,-0.053850296176628974,60158,0.48569195642836616,11606250000,TRY,,-3.2509,TRY,-1007.2547683923706,0,Tüketici hizmetleri,Derecelendirme yok
AYDEM,AYDEM YENİLENEBİLİR ENERJİ A.Ş.,23.5,TRY,1.9080659150043422,1978594,0.8833412741725336,16257299623,TRY,,-3.8395,TRY,78.66079020936267,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AYEN,AYEN ENERJİ A.Ş.,33.34,TRY,4.579673776662498,1530611,1.8843486554261242,8846701713,TRY,37.54927356684311,0.8879,TRY,-46.80047932893949,2.44991530740276,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
AYES,AYES ÇELİK HASIR VE ÇİT SANAYİ A.Ş.,28.32,TRY,7.598784194528875,944612,11.205401679958529,3947999954,TRY,4.123471170646476,6.868,TRY,1742.7689830963243,1.34096124620061,Üretici imalatı,Derecelendirme yok
AYGAZ,AYGAZ A.Ş.,267.5,TRY,4.390243902439024,1583500,1.275304341495174,56323946285,TRY,11.652726955915664,22.956,TRY,138.42462765625973,4.89756097560976,"Elektrik, Su, Gaz Hizmetleri",Al
AZTEK,AZTEK TEKNOLOJİ ÜRÜNLERİ TİCARET A.Ş.,4.36,TRY,-0.6833712984054525,2920780,0.4007028206582212,4389999866,TRY,,-3.7422,TRY,-2038.963730569948,3.09496583143508,Dağıtım servisleri,Derecelendirme yok
BAGFS,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.,24.12,TRY,0.5000000000000042,955886,0.8942342701710386,3240000000,TRY,,-2.2315,TRY,-291.16765184614064,0,İşlenebilen endüstriler,Derecelendirme yok
BAHKM,Bahadir Kimya Sanayi Ve Ticaret Anonim Sirketi,124.8,TRY,1.2165450121654502,539598,0.9767073617508685,6781500168,TRY,,-4.3396,TRY,-265.1939745855424,0,İşlenebilen endüstriler,Derecelendirme yok
BAKAB,BAK AMBALAJ SANAYİ VE TİCARET A.Ş.,45.32,TRY,-2.6214009454232894,406637,1.0407794334487803,3330522366,TRY,,-0.3995,TRY,92.83125179443009,0,İşlenebilen endüstriler,Derecelendirme yok
BALAT,BALATACILAR BALATACILIK SANAYİ VE TİCARET A.Ş.,75.75,TRY,3.625170998632019,20777,0.664207231889108,1014517352,TRY,,-1.0353,TRY,-159.0192644483363,0,Üretici imalatı,Derecelendirme yok
BALSU,Balsu Gida Sanayi ve Ticaret Anonim Sirketi,14.24,TRY,0.14064697609001106,45849760,0.85462436673797,15812640297,TRY,,,,,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
BANVT,BANVİT BANDIRMA VİTAMİNLİ YEM SANAYİİ A.Ş.,154.2,TRY,-0.2587322121604177,63966,0.3065113169981384,15463645279,TRY,,-38.7514,TRY,-244.00104048605567,0,İşlenebilen endüstriler,Derecelendirme yok
BARMA,BAREM AMBALAJ SANAYİ VE TİCARET A.Ş.,18.31,TRY,-9.980334316617508,139925,0.49091788751462945,5339250040,TRY,,-0.1931,TRY,-132.48654104979812,0,İşlenebilen endüstriler,Derecelendirme yok
BASCM,BAŞTAŞ BAŞKENT ÇİMENTO SANAYİ VE TİCARET A.Ş.,13.2,TRY,-0.22675736961452106,93861,1.0870348215723031,8731799698,TRY,22.22222222222222,0.594,TRY,,0,Enerji-dışı mineraller,Derecelendirme yok
BASGZ,BAŞKENT DOĞALGAZ DAĞITIM GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,45.02,TRY,1.1685393258427037,368314,1.1241979367799286,31150000000,TRY,9.742901662049862,4.6208,TRY,7.04969303834126,4.49438202247191,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
BAYRK,BAYRAK EBT TABAN SANAYİ VE TİCARET A.Ş.,4.17,TRY,-0.9501187648456066,3474555,0.5802428992427537,1052499945,TRY,,-0.6637,TRY,-19.43494691380241,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
BEGYO,Bati Ege Gayrimenkul Yatirim Ortakligi A.S.,3.45,TRY,-0.28901734104045623,3690468,0.6305883827645381,2819900031,TRY,,-0.3968,TRY,-131.8101651434985,0,Finans,Derecelendirme yok
BERA,BERA HOLDİNG A.Ş.,12.82,TRY,0.5490196078431395,4561532,0.7860770066066711,8239024475,TRY,,-0.7547,TRY,-208.6524618485459,0,Üretici imalatı,Derecelendirme yok
BESLR,Besler Gida Ve Kimya Sanayi Ve Ticaret AS,12.35,TRY,-0.9623095429029751,1481527,0.4897486387368147,8255140176.999999,TRY,14.48170731707317,0.8528,TRY,-51.69366715758469,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
BESTE,Best Brands Grup Enerji Yatirim as,28.38,TRY,1.5021459227467746,7441430,1.211024092714071,5262211800,TRY,,,,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
BETAE,Beta Enerji ve Teknoloji AS,98.75,TRY,9.96659242761693,25189903,0.8181007039921695,,,,,,,,Üretici imalatı,Derecelendirme yok
BEYAZ,BEYAZ FİLO OTO KİRALAMA A.Ş.,24.06,TRY,-2.8271405492730324,658411,0.3271498213823618,2468262712,TRY,,-0.4483,TRY,-156.92698412698414,1.2154281098546,Perakende satış,Derecelendirme yok
BFREN,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,125.2,TRY,-0.31847133757961105,103757,0.3727889269577012,15388864028,TRY,97.15970821046098,1.2886,TRY,87.43272727272728,0,Üretici imalatı,Derecelendirme yok
BIENY,BİEN YAPI ÜRÜNLERİ SANAYİ TURİZM VE TİCARET A.Ş.,19.92,TRY,-0.6979062811565155,1326021,0.365168117737149,7241659807,TRY,,-2.9885,TRY,44.71167187760162,0,Enerji-dışı mineraller,Derecelendirme yok
BIGCH,BÜYÜK ŞEFLER GIDA TURİZM TEKSTİL DANIŞMANLIK ORGANİZASYON EĞİTİM SANAYİ VE TİCARET A.Ş.,6.55,TRY,-4.657933042212522,7872534,0.8572584821181717,3675449939,TRY,139.36170212765958,0.047,TRY,-66.52421652421653,2.12218340611354,Tüketici hizmetleri,Derecelendirme yok
BIGEN,Birlesim Grup Enerji Yatirimlari AS,104.6,TRY,4.704704704704693,2407220,0.19387653556398385,57642300880,TRY,,-0.0961,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
BIGTK,Big Medya Teknoloji A.S.,375,TRY,2.459016393442623,538411,0.5343081545428959,12375092972,TRY,354.3083900226757,1.0584,TRY,-35.59693318729463,0,Tüketici hizmetleri,Derecelendirme yok
BIMAS,BİM BİRLEŞİK MAĞAZALAR A.Ş.,382.25,TRY,-0.9073233959818535,7635337,0.7835343144405568,457414646301,TRY,20.779199599908672,18.3958,TRY,34.461410266718325,1.6850291639663,Perakende satış,Güçlü al
BINBN,Bin Ulasim Ve Akilli Sehir Teknolojileri AS,178.5,TRY,1.1904761904761874,170178,0.6358518863927293,19756799316,TRY,,-5.7774,TRY,,0,Ticari hizmetler,Derecelendirme yok
BINHO,1000 Yatirimlar Holding AS,9.52,TRY,0.31612223393044636,35478482,1.6179094257466804,12243523436,TRY,,-4.1012,TRY,-190.51498193667214,0,Teknoloji hizmetleri,Derecelendirme yok
BIOEN,BİOTREND ÇEVRE VE ENERJİ YATIRIMLARI A.Ş.,17.98,TRY,0.44692737430168633,7911949,1.1444422419478741,8949999809,TRY,,-1.6797,TRY,-7.274236811853359,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
BIZIM,BİZİM TOPTAN SATIŞ MAĞAZALARI A.Ş.,24.24,TRY,2.973661852166522,446890,1.8440544521975233,1894406681,TRY,,-8.0534,TRY,60.92725834857578,0,Perakende satış,Derecelendirme yok
BJKAS,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.,1.75,TRY,-1.12994350282486,115345936,0.7045258890136623,7725286777,TRY,,-0.2463,TRY,-127.78028423189713,0,Tüketici hizmetleri,Derecelendirme yok
BLCYT,BİLİCİ YATIRIM SANAYİ VE TİCARET A.Ş.,18.78,TRY,-0.5296610169491413,1577316,1.3595879196584875,1769055864,TRY,17.58097734506647,1.0682,TRY,195.1644100580271,0,İşlenebilen endüstriler,Derecelendirme yok
BLUME,Blume Metal Kimya Anonim Sirketi,32.82,TRY,-1.7365269461077792,3324604,1.5740142053119763,5793572643,TRY,218.8,0.15,TRY,-26.035502958579887,0,Tüketici hizmetleri,Derecelendirme yok
BMSCH,BMS ÇELİK HASIR SANAYİ VE TİCARET A.Ş.,12.07,TRY,-1.227495908346975,737114,0.7046382786924805,1198294875,TRY,,-0.4249,TRY,81.44379421783562,0,Üretici imalatı,Derecelendirme yok
BMSTL,BMS BİRLEŞİK METAL SANAYİ VE TİCARET A.Ş.,44.98,TRY,4.653327128897162,2429100,1.526252024918166,12893999990,TRY,,-0.1753,TRY,20.498866213151924,0,Üretici imalatı,Derecelendirme yok
BNTAS,BANTAŞ BANDIRMA AMBALAJ SANAYİ TİCARET A.Ş.,6.21,TRY,-1.1146496815286668,2376763,0.5778661609724163,1518975051,TRY,6.289244480453717,0.9874,TRY,-1.5062344139650765,0,İşlenebilen endüstriler,Derecelendirme yok
BOBET,BOĞAZİÇİ BETON SANAYİ VE TİCARET A.Ş.,17.73,TRY,-1.7728531855955694,7773543,3.182484367797768,6858999710,TRY,,-3.5017,TRY,-793.0629941341494,3.18559556786704,Enerji-dışı mineraller,Derecelendirme yok
BORLS,Borlease Otomotiv AS,5.6,TRY,-1.0600706713781005,4204897,0.9284840445216908,3961999893,TRY,,-4.9068,TRY,-110.43873568640903,0,Finans,Derecelendirme yok
BORSK,Bor Seker A.S.,5.61,TRY,-1.2323943661971726,3011433,0.2848353833818696,5447659269,TRY,,-0.4072,TRY,-368.0710994075049,3.66783450704225,İşlenebilen endüstriler,Derecelendirme yok
BOSSA,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.,6.21,TRY,-0.32102728731942953,2393002,0.4693374343675891,8085474567,TRY,29.927710843373497,0.2075,TRY,9.96290408055113,0,İşlenebilen endüstriler,Derecelendirme yok
