Sembol,Açıklama,Fiyat,Fiyat - Döviz,"Fiyat değişimi %, 1 gün","Hacim, 1 gün","Bağıl hacim, 1 gün",Piyasa değeri,Piyasa değeri - Döviz,Fiyatın kazanca oranı,"Seyreltilmiş hisse başına kar, Son 12 ay","Seyreltilmiş hisse başına kar, Son 12 ay - Döviz","Seyreltilmiş hisse başına kar büyümesi %, TTM YY","Temettü verimi %, Son 12 ay",Sektör,Analist derecelendirmesi
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,15.45,TRY,0.717079530638849,1659384,0.8562714360183005,1286949261,TRY,26.82757423163744,0.5759,TRY,,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
FENER,FENERBAHÇE FUTBOL A.Ş.,3.02,TRY,-0.33003300330032304,99251297,1.049917158070048,18937499821,TRY,,-0.5656,TRY,-199.47238832219486,0,Tüketici hizmetleri,Derecelendirme yok
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,9.91,TRY,-0.40201005025124775,417695,0.6089241623037625,932812482,TRY,,-0.4215,TRY,-672.6902173913043,0.696814070351759,Tüketici hizmetleri,Derecelendirme yok
FMIZP,FEDERAL-MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,283.75,TRY,-0.08802816901408451,25036,0.5365991666809554,4054608265,TRY,40.298528659887516,7.0412,TRY,15.866381438209643,1.67465809859155,Üretici imalatı,Derecelendirme yok
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,5.22,TRY,2.958579881656794,23834696,1.1472930775188028,4745520161,TRY,20.32710280373832,0.2568,TRY,73.16250842886042,0,Teknoloji hizmetleri,Derecelendirme yok
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,1.74,TRY,-1.1363636363636374,12412818,0.6179205480416865,2007448856,TRY,,-0.3815,TRY,-769.2982456140351,0,Enerji-dışı mineraller,Derecelendirme yok
FORTE,FORTE BILGI ILETISIM TEKNOLOJILERI VE SAVUNMA SANAYI A.S.,114.6,TRY,1.5057573073516284,1244183,1.1008694970483075,7564300102,TRY,3.227705315574382,35.5051,TRY,,0,Teknoloji hizmetleri,Derecelendirme yok
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,2.19,TRY,1.3888888888888797,38069356,0.9706649211298716,1836000073,TRY,,-0.3146,TRY,-3377.0833333333335,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
FRMPL,Formul Plastik Ve Metal Sanayi AS,34.74,TRY,5.400485436893207,5002998,1.6740372742633614,5273600000,TRY,,,,,0,Üretici imalatı,Derecelendirme yok
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,80.45,TRY,-0.12414649286156962,29505635,1.3095163597036426,282658023575,TRY,8.924312511786306,9.0147,TRY,-7.566187478210937,12.0297951582868,Dayanıklı tüketim malları,Güçlü al
FZLGY,FUZUL GAYRIMENKUL YATIRIM ORTAKLIGI A.S.,11,TRY,-0.2719854941069752,33382509,1.7870858968567052,13787499666,TRY,,-0.4415,TRY,-164.84703059388127,0,Dayanıklı tüketim malları,Derecelendirme yok
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,129.7,TRY,-1.5933232169954645,32549040,0.9090799581692548,553560012817,TRY,4.527477284072146,28.6473,TRY,20.2854371622558,3.99612063732929,Finans,Güçlü al
GARFA,GARANTİ FAKTORİNG A.Ş.,26.64,TRY,-0.22471910112359073,1043215,0.8656245853761833,10613250303,TRY,4.037036475776265,6.5989,TRY,53.64502083866912,0,Finans,Derecelendirme yok
GATEG,Gate Group Teknoloji Medya Ve Siber Guvenlik Hizmetleri A.S.,265,TRY,-4.159132007233273,20635,1.0097525408965682,3125041775,TRY,36.44515348223127,7.2712,TRY,,0,Ticari hizmetler,Derecelendirme yok
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,6.23,TRY,-1.42405063291139,6571241,0.5690824078007728,10053668339,TRY,4.4379541245191625,1.4038,TRY,447.93130366900857,5.93354430379747,Finans,Derecelendirme yok
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,27.54,TRY,-1.3610315186246509,240373,0.6420731783868394,1302635474,TRY,70.7241910631741,0.3894,TRY,-1.4426727410782036,0,İşlenebilen endüstriler,Derecelendirme yok
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,9.67,TRY,2.6539278131634823,57398094,1.61016401366692,42390000343,TRY,53.01535087719298,0.1824,TRY,178.89908256880736,0.283089171974522,Sağlık teknolojisi,Derecelendirme yok
GENKM,Gentas Kimya Sanayi ve Ticaret Pazarlama,10.45,TRY,-1.041666666666678,6385178,0.5239687263807781,6431040000,TRY,,,,,1.94370265151515,İşlenebilen endüstriler,Derecelendirme yok
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,5.16,TRY,-3.0075187969924837,11759565,1.453005811237406,3924924941,TRY,7.23905723905724,0.7128,TRY,450,4.07637218045113,Üretici imalatı,Derecelendirme yok
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,43.1,TRY,1.4117647058823564,10548336,1.033071069480277,15830204620,TRY,69.8654563138272,0.6169,TRY,,0,Üretici imalatı,Derecelendirme yok
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,81.5,TRY,2.0663744520976906,8190648,0.713340187186036,36730999298,TRY,41.40418614102825,1.9684,TRY,-45.82335617757962,0,Elektronik teknoloji,Güçlü al
GIPTA,Gipta Ofis Kirtasiye ve Promosyon Urunleri Imalat Sanayi A.S.,63,TRY,7.142857142857148,5276390,3.015189408301387,7761599899,TRY,60.94022054556007,1.0338,TRY,-36.36587467684353,4.40534183673469,Üretici imalatı,Derecelendirme yok
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,11.91,TRY,0,230393,1.2815873030000289,1405379982,TRY,,-0.8471,TRY,-946.2537462537462,0,Finans,Derecelendirme yok
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,51.85,TRY,-2.1698113207547145,441298,0.8679374051641822,7404099838,TRY,4.675509707205785,11.0897,TRY,28.207588614765655,4.72711132075472,Finans,Derecelendirme yok
GLRMK,Gulermak Agir Sanayi Insaat Ve Taahhut A.S.,159.5,TRY,4.316546762589924,8597611,2.6141883082784974,49325538964,TRY,14.780972856758934,10.7909,TRY,-1.0227105958321057,0,Endüstriyel hizmetler,Güçlü al
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,3,TRY,-0.6622516556291397,3806541,0.36007160755328566,1811999989,TRY,2.8339316077838657,1.0586,TRY,311.74640217814084,0,Finans,Derecelendirme yok
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,16.7,TRY,-0.17931858936043715,2979878,0.9588333467832869,32424246283,TRY,6.160543013132655,2.7108,TRY,53.97898324339676,0.383161984459056,Finans,Derecelendirme yok
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,45.88,TRY,-0.6496318752706738,2095693,1.0617620597310409,13854000092,TRY,,-0.2677,TRY,-129.9641817774793,0.646167171935903,Perakende satış,Derecelendirme yok
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,22.96,TRY,-2.3809523809523756,3311700,1.0329995910049028,8232000160,TRY,18.77811400997792,1.2227,TRY,-63.918316758639016,1.51846513605442,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
GOLDA,Golda Gida Sanayi ve Ticaret A.S.,13.69,TRY,-2.423378474697077,38196515,0.3411477371810726,3507499933,TRY,,,,,,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,290.5,TRY,0.1724137931034483,50335,0.7806260206605738,5202600155,TRY,13.76881659272741,21.0984,TRY,71.45643376078795,1.43678172413793,Enerji-dışı mineraller,Derecelendirme yok
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,2.54,TRY,0,8416217,0.7778198233675475,3860799942,TRY,,-1.9483,TRY,-340.5924920850294,0,Dayanıklı tüketim malları,Derecelendirme yok
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,25.12,TRY,-2.635658914728681,3090408,1.638026541431247,9932999706,TRY,,-15.4504,TRY,11.408764857999671,0,Finans,Derecelendirme yok
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,15.45,TRY,5.388813096862204,620206,1.6927943665047218,549749994,TRY,,-0.8269,TRY,-58.83595850941222,0,Finans,Derecelendirme yok
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,340.75,TRY,-0.2926115581565472,296193,0.3914154562278287,34858500000,TRY,11.456708268330733,29.7424,TRY,78.17395419609532,0.43031104608632,Tüketici hizmetleri,Derecelendirme yok
GRTHO,Grainturk Holding A.S.,240.5,TRY,0.6276150627615062,1215400,1.0601973865270842,29875000000,TRY,16.73963430337368,14.3671,TRY,93.80690939013368,0.375791631799163,Dağıtım servisleri,Derecelendirme yok
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,13.5,TRY,2.118003025718603,15635712,4.091690410343959,1983000040,TRY,10.325837540156035,1.3074,TRY,,0,Taşımacılık,Derecelendirme yok
GSDHO,GSD HOLDİNG A.Ş.,4.95,TRY,-1.3944223107569602,19847143,1.7259180640499197,4794099982,TRY,75.11380880121396,0.0659,TRY,-88.72154715043644,0,Taşımacılık,Derecelendirme yok
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,0.99,TRY,2.061855670103095,170264402,0.9697729219389177,13095000386,TRY,,-0.1718,TRY,-126.86053783614759,0,Tüketici hizmetleri,Derecelendirme yok
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,431,TRY,4.2321644498186215,3495906,1.7168555102991754,138109000000,TRY,19.080505566992052,22.5885,TRY,189.61471889223668,0,İşlenebilen endüstriler,Derecelendirme yok
GUNDG,Gundogdu Gida Sut Urunleri Sanayi Ve Dis Ticaret AS,1540,TRY,10,2803614,14.163121609968492,54600000000,TRY,,-2.2848,TRY,-8.91929255851647,0.010989,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
GWIND,GALATA WIND ENERJİ A.Ş.,23.9,TRY,-1.7269736842105334,3221051,0.5553990485014842,13132795382,TRY,15.422339807704715,1.5497,TRY,18.723665057841124,2.63462582236842,"Elektrik, Su, Gaz Hizmetleri",Güçlü al
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,58.1,TRY,-2.3529411764705856,1073983,0.3809026571182721,3867500000,TRY,,-3.5315,TRY,-1128.093158660844,0,Tüketici hizmetleri,Derecelendirme yok
HALKB,TÜRKİYE HALK BANKASI A.Ş.,37.36,TRY,-1.1116993118051925,40692288,0.8944031372412073,271440897723.99997,TRY,8.878748989971006,4.2078,TRY,31.823308270676677,0,Finans,Nötr
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,11.25,TRY,-2.3437499999999964,4266793,0.5473558728406628,725760029,TRY,,-1.0644,TRY,45.00929944203348,0,İşlenebilen endüstriler,Derecelendirme yok
HATSN,Hat-San Gemi Insaa Bakim Onarim Deniz Nakliyat Sanayi ve Ticaret A.S.,55.65,TRY,-3.133159268929511,2026597,0.5118870187447262,12725175169,TRY,,-1.5723,TRY,-138.48865388852172,0,Üretici imalatı,Derecelendirme yok
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,2.58,TRY,-5.147058823529416,113863895,1.4623482649331165,3073600032,TRY,5.066771406127259,0.5092,TRY,,0,Finans,Derecelendirme yok
HEDEF,HEDEF HOLDİNG A.Ş.,329.5,TRY,-9.972677595628415,4475826,2.3563778957896124,1098000000000,TRY,587.0301086762871,0.5613,TRY,,0,Finans,Derecelendirme yok
HEKTS,HEKTAŞ TİCARET T.A.Ş.,2.91,TRY,-1.0204081632652995,412724270,1.0955662292440953,24784200482,TRY,,-0.4267,TRY,-11.206671879072202,0,İşlenebilen endüstriler,Derecelendirme yok
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,11.11,TRY,-3.3913043478260922,2942610,0.6910846252864342,1207500000,TRY,,-1.3299,TRY,-12.227848101265824,0,Üretici imalatı,Derecelendirme yok
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4.78,TRY,-1.2396694214875952,17617656,1.2227222146514858,18163067155,TRY,1.3915574963609898,3.435,TRY,303.6427732079906,18.5795785123967,Finans,Derecelendirme yok
HOROZ,Horoz Lojistik Kargo Hizmetleri Ve Ticaret AS,55.55,TRY,-2.0282186948853713,1551429,1.6428291119040728,5130674369,TRY,,-1.0216,TRY,-115.02109952801753,0,Taşımacılık,Derecelendirme yok
HRKET,Hareket Proje Tasimaciligi ve Yuk Muhendisligi AS,97.1,TRY,2.1030494216614093,1745503,1.2115384068120338,10955519534,TRY,,-11.7882,TRY,-641.5380374862183,0,Taşımacılık,Derecelendirme yok
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,38.88,TRY,0.41322314049587733,670672,1.2875696822755087,11616000366,TRY,28.723404255319153,1.3536,TRY,36.39661426844014,0,Teknoloji hizmetleri,Derecelendirme yok
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,2.76,TRY,2.2222222222222077,2548794,1.0944146548856484,756000013,TRY,,-0.7106,TRY,54.33161953727507,0,Finans,Derecelendirme yok
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,3.39,TRY,-1.453488372093018,12707565,0.5719873179210988,3440000057,TRY,,-0.2433,TRY,-144.69140337986775,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,7.42,TRY,1.9230769230769187,13164430,1.069043369235933,4309760124,TRY,,-1.8545,TRY,-11.743793685225361,0,Tüketici hizmetleri,Derecelendirme yok
ICBCT,ICBC TURKEY BANK A.Ş.,21.4,TRY,-2.7272727272727337,1283915,0.32211037205358145,18920000000,TRY,13.522906793048971,1.5825,TRY,,0,Finans,Derecelendirme yok
ICUGS,ICU Girisim Sermayesi Yatirim Ortakligi A.S.,5.4,TRY,-0.7352941176470594,7172399,0.40544572405237167,1890400020,TRY,,,,,0,Finans,Derecelendirme yok
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,3.68,TRY,-2.9023746701846935,722081,0.33020154164871923,568499994,TRY,8.743169398907105,0.4209,TRY,,0,Finans,Derecelendirme yok
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,171,TRY,1.543942992874106,11228022,1.1689520894972452,82699814483,TRY,,-1.5242,TRY,-28.89640591966172,0,İşlenebilen endüstriler,Derecelendirme yok
IHAAS,İHLAS HABER AJANSI A.Ş.,48.22,TRY,-1.59183673469388,647555,0.5927397877320508,7987000000,TRY,,-0.6894,TRY,-8.99604743083005,0,Ticari hizmetler,Derecelendirme yok
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,1.98,TRY,1.5384615384615399,1078674,1.459611612439487,683475017,TRY,,-0.0161,TRY,-107.00609225413402,0,Dayanıklı tüketim malları,Derecelendirme yok
IHGZT,İHLAS GAZETECİLİK A.Ş.,1.19,TRY,0,39184621,2.2114368289044752,952000046,TRY,4.078135709389993,0.2918,TRY,52.21700573813249,0,Tüketici hizmetleri,Derecelendirme yok
IHLAS,İHLAS HOLDİNG A.Ş.,1.02,TRY,-0.9708737864077678,41173114,0.534799351899745,3089999914,TRY,,-1.5108,TRY,-229.00696864111495,0,Finans,Derecelendirme yok
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,1.58,TRY,-0.6289308176100634,18860204,0.7792332760509404,1589999914,TRY,2.8417266187050356,0.556,TRY,,0,Finans,Derecelendirme yok
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,1.3,TRY,6.557377049180333,7837936,3.8318688545620563,549000013,TRY,,-0.7646,TRY,-32.49003638884076,0,Tüketici hizmetleri,Derecelendirme yok
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,2.42,TRY,-0.8196721311475417,10453677,0.7534882759432844,2257000053,TRY,,-0.6293,TRY,-2239.405204460966,0,Üretici imalatı,Derecelendirme yok
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,10.6,TRY,1.6299137104506225,3149976,0.4392287408044324,7821854083,TRY,10.957204879057267,0.9674,TRY,156.67285752188909,2.08374880153404,Dağıtım servisleri,Derecelendirme yok
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,6.89,TRY,9.888357256778312,51161642,1.296968632375362,6021306692,TRY,,,,,0,Finans,Derecelendirme yok
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,387.25,TRY,0.06459948320413438,25675,0.8162713804285624,9288000000,TRY,,-5.6716,TRY,-229.86810771203517,0,Dağıtım servisleri,Derecelendirme yok
INTEK,Innosa Teknoloji Anonim Sirketi,307,TRY,-5.900383141762452,12013,0.5721266270103967,2610000000,TRY,,-14.4244,TRY,-194.82562534924236,0,İşlenebilen endüstriler,Derecelendirme yok
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,242.2,TRY,-1.8638573743922293,22624,0.5705797346340183,4729729754,TRY,152.2695838048535,1.5906,TRY,,0,Üretici imalatı,Derecelendirme yok
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,7.1,TRY,0.28248587570620864,5442742,1.319982358980677,7079964489,TRY,,,,,0,Finans,Derecelendirme yok
INVES,INVESTCO HOLDİNG A.Ş.,742,TRY,0.9523809523809524,144204,3.748060393561416,137812500000,TRY,55.47829467797168,13.3746,TRY,,0,Finans,Derecelendirme yok
ISBIR,İŞBİR HOLDİNG A.Ş.,67,TRY,1.6691957511380793,10440,0.5032101336109662,1714791601,TRY,,-10.1073,TRY,18.97241440126985,1.51745068285281,İşlenebilen endüstriler,Derecelendirme yok
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,53.5,TRY,-0.37243947858473525,1514291,1.0063431294925351,155730002213,TRY,23.55168163409051,2.2716,TRY,-39.877722785379675,8.37988826815642,Enerji-dışı mineraller,Güçlü al
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,20,TRY,0.15022533800701623,2550222,1.1504220463387556,13885192690,TRY,3.400493071495367,5.8815,TRY,58.75779415337274,0,Finans,Derecelendirme yok
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,18.11,TRY,-1.2002182214948112,8171398,1.2419689929599391,9165000000,TRY,1.9312595309950624,9.3773,TRY,380.39446721311475,0,Finans,Derecelendirme yok
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,26.14,TRY,-0.6838905775075976,1674192,0.7450131561621698,25234299707,TRY,,-2.2991,TRY,-63.462495556345544,0.317028875379939,Finans,Derecelendirme yok
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,7.28,TRY,-0.9523809523809441,58147284,0.5660516531102611,11024319767,TRY,45.699937225360955,0.1593,TRY,-34.552177485620376,0.00586394557823129,Üretici imalatı,Derecelendirme yok
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,34.62,TRY,-0.9158557527189476,4677241,0.906601957062232,52409997940,TRY,7.575823887259836,4.5698,TRY,11.049549221161087,9.06315684029765,Finans,Derecelendirme yok
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,6.82,TRY,-1.5873015873015792,622957,0.5815086888809009,2941077927,TRY,,-0.38,TRY,57.71670190274841,0.577200577200577,İşlenebilen endüstriler,Derecelendirme yok
ISVEA,Isvea Seramik ve Banyo Urunleri Sanayi A.S.,51.95,TRY,9.92382564536607,61727696,2.699477869219134,13232799530,TRY,,,,,,Dayanıklı tüketim malları,Derecelendirme yok
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,7.62,TRY,-1.423027166882281,701511,1.0485318392947436,1241430270,TRY,162.4733475479744,0.0469,TRY,,0,Çeşitli Hizmetler,Derecelendirme yok
IZENR,Izdemir Enerji Elektrik Uretim A.S.,8.75,TRY,0.3440366972476991,29025351,0.3751093832873617,21309500653,TRY,43.44587884806356,0.2014,TRY,,0,"Elektrik, Su, Gaz Hizmetleri",Derecelendirme yok
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,66,TRY,1.2269938650306704,4267567,0.6447605817563379,11552624459,TRY,,-0.3505,TRY,-131.35313531353134,0,Üretici imalatı,Derecelendirme yok
IZINV,İZ YATIRIM HOLDİNG A.Ş.,56.6,TRY,-1.393728222996511,162672,0.6910746807743238,1005214943,TRY,,-3.734,TRY,-49.61134706306595,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,13.45,TRY,3.2233307751343054,19191067,0.7791116396379879,19544999599,TRY,,-1.1747,TRY,-17.705410821643294,0,Enerji-dışı mineraller,Derecelendirme yok
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,15,TRY,-0.6622516556291367,2954873,0.8173216686514659,10570000267,TRY,,-0.1582,TRY,-26266.666666666675,0.203172185430464,Üretici imalatı,Derecelendirme yok
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,431.5,TRY,0.057971014492753624,62132,0.41967356621213064,8625000000,TRY,,-20.5886,TRY,-184.56158779301194,0,İşlenebilen endüstriler,Derecelendirme yok
KARCL,Kardemir Celik Sanayi AS,41.92,TRY,-9.965635738831615,75995811,,38644801140,TRY,,,,,0,Enerji-dışı mineraller,Derecelendirme yok
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,8.8,TRY,-3.4028540065861557,11862332,0.5685701147493066,7341616611,TRY,,-1.6317,TRY,23.627428036508306,0,Elektronik teknoloji,Derecelendirme yok
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,10.09,TRY,1.4070351758794029,11792417,1.303879170941772,8954999828,TRY,15.87976078061064,0.6354,TRY,,0,Üretici imalatı,Derecelendirme yok
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,187,TRY,-2.857142857142857,2466887,1.3627155331110576,14437500000,TRY,,-6.8361,TRY,33.05620024090015,0,İşlenebilen endüstriler,Derecelendirme yok
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,2.22,TRY,-0.8928571428571435,42405231,0.7863752700872827,4823280021,TRY,5.7632398753894085,0.3852,TRY,-32.833478639930256,0,Üretici imalatı,Derecelendirme yok
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,3.83,TRY,-1.0335917312661507,7263172,1.3523616268255096,11542405044,TRY,,-1.4425,TRY,-598.2090997095837,0,Sağlık teknolojisi,Derecelendirme yok
KBORU,Kuzey Boru A.S.,24.42,TRY,-1.2135922330096973,3286064,0.5457815520160474,14831999588,TRY,23.87563551036371,1.0228,TRY,-5.269982402519234,0.869016990291262,Üretici imalatı,Derecelendirme yok
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,14.9,TRY,0.9485094850948549,15333580,0.7138667920668348,28265400438,TRY,103.90516039051604,0.1434,TRY,14.995990376904567,1.14981707317073,Enerji-dışı mineraller,Güçlü al
KCHOL,KOÇ HOLDİNG A.Ş.,206,TRY,3.5696329813976844,33644514,1.7510575574974137,504390107878,TRY,22.17080126997794,9.2915,TRY,,3.43388637506285,Enerji mineralleri,Güçlü al
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,355,TRY,9.992254066615027,7551,1.5165695922876086,106507500000,TRY,,-2.7569,TRY,-3.483352726999737,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,10.03,TRY,5.578947368421046,2799327,1.0819669089760102,5206873810,TRY,,,,,0,Tüketici hizmetleri,Derecelendirme yok
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,8.23,TRY,-2.023809523809523,2666480,0.5639115235322372,1658999925,TRY,36.85624720107479,0.2233,TRY,-70.49808429118775,0.241107142857143,Teknoloji hizmetleri,Derecelendirme yok
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,9.7,TRY,-3.482587064676631,12513847,1.0152203790986654,10050000191,TRY,,-0.7348,TRY,-1796.9976905311778,0,Finans,Derecelendirme yok
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,14.3,TRY,-0.5563282336578587,263068,0.26193985125463143,3430365747,TRY,4.977029096477795,2.8732,TRY,63.817777524374264,1.44876912378303,Perakende satış,Derecelendirme yok
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,4.37,TRY,-1.7977528089887655,5231262,0.6826292565074302,6207749734,TRY,,-0.6192,TRY,-51.616062683643484,0,Finans,Derecelendirme yok
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,25.34,TRY,-1.4007782101167292,1287204,0.9066204924613106,11822000351,TRY,12.047161738138252,2.1034,TRY,4.0462999604274,2.5376420233463,İşlenebilen endüstriler,Güçlü al
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,27.44,TRY,-0.5797101449275368,481947,0.7821375833932289,2185919946,TRY,,-5.0733,TRY,-17.535446205170974,0,Üretici imalatı,Derecelendirme yok
KLNMA,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,8.85,TRY,-1.117318435754186,126400,0.5316292037717062,89499998093,TRY,11.422302529685078,0.7748,TRY,30.306088126471582,0,Finans,Derecelendirme yok
KLRHO,KİLER HOLDİNG A.Ş.,77.85,TRY,2.2324359816152177,1797867,0.683512036670587,123743752480,TRY,93.05522352378675,0.8366,TRY,26.604116222760283,0,Dayanıklı olmayan tüketici ürünleri,Derecelendirme yok
KLSER,Kaleseramik Canakkale Kalebodur Seramik A.S.,24.54,TRY,-0.48661800486618406,695271,0.8011439333025906,12694442331,TRY,,-5.5594,TRY,21.011053962660903,0,Üretici imalatı,Derecelendirme yok
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,12.77,TRY,2.0783373301358896,3577007,0.9401037844162531,5397061794,TRY,278.2135076252723,0.0459,TRY,-93.4958197534363,0.959232613908873,Dayanıklı tüketim malları,Derecelendirme yok
KLYPV,Kalyon Gunes Teknolojileri Uretim Anonim Sirketi,58.95,TRY,-0.6739679865206379,897158,0.6457568971353669,24419025099,TRY,,-2.7178,TRY,,0,Üretici imalatı,Derecelendirme yok
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,21,TRY,0.09532888465204754,4605339,1.4635580376265966,10200476034,TRY,141.41414141414143,0.1485,TRY,,0,Üretici imalatı,Derecelendirme yok
